,magnetogram,T_REC,region_type,region_no,label
40833,/SUM67/D634877393/S00000/magnetogram.fits,2014-10-22 14:24:00,harp,4698,True
19420,/SUM86/D1044252602/S00000/magnetogram.fits,2012-11-13 11:12:00,harp,2191,True
12848,/SUM94/D1039220214/S00000/magnetogram.fits,2012-03-06 16:00:00,harp,1449,True
21251,/SUM84/D1039236123/S00000/magnetogram.fits,2013-01-18 00:00:00,harp,2387,False
53434,/SUM76/D745850248/S00000/magnetogram.fits,2015-08-23 22:24:00,harp,5885,True
51534,/SUM74/D723996441/S00000/magnetogram.fits,2015-06-19 20:48:00,harp,5692,True
54347,/SUM76/D757233369/S00000/magnetogram.fits,2015-09-30 04:48:00,harp,5983,True
35752,/SUM0/D559609058/S00000/magnetogram.fits,2014-03-29 14:24:00,harp,3912,False
30640,/SUM85/D1040110814/S00000/magnetogram.fits,2013-11-05 08:00:00,harp,3341,True
13812,/SUM91/D1042433754/S00000/magnetogram.fits,2012-05-04 22:24:00,harp,1628,False
32875,/SUM90/D1043686563/S00000/magnetogram.fits,2013-12-28 16:00:00,harp,3535,True
9250,/SUM92/D1041568267/S00000/magnetogram.fits,2011-11-15 04:48:00,harp,1066,True
46511,/SUM6/D675271806/S00000/magnetogram.fits,2015-02-09 17:36:00,harp,5144,True
54346,/SUM83/D757232510/S00000/magnetogram.fits,2015-09-30 03:12:00,harp,5983,True
28209,/SUM86/D1037345528/S00000/magnetogram.fits,2013-09-26 04:48:00,harp,3188,False
34354,/SUM68/D541882230/S00000/magnetogram.fits,2014-02-06 12:48:00,harp,3686,True
7322,/SUM87/D1037664390/S00000/magnetogram.fits,2011-09-13 17:36:00,harp,850,False
32585,/SUM88/D1043144838/S00000/magnetogram.fits,2013-12-21 11:12:00,harp,3497,True
30110,/SUM91/D1039375851/S00000/magnetogram.fits,2013-10-28 11:12:00,harp,3311,True
5596,/SUM90/D1043085614/S00000/magnetogram.fits,2011-08-02 14:24:00,harp,750,True
56592,/SUM73/D781321678/S00000/magnetogram.fits,2015-12-21 01:36:00,harp,6189,False
24376,/SUM95/D1037881791/S00000/magnetogram.fits,2013-05-13 06:24:00,harp,2718,False
23948,/SUM17/D505243755/S00000/magnetogram.fits,2013-04-27 12:48:00,harp,2685,False
42198,/SUM10/D641970532/S00000/magnetogram.fits,2014-11-07 03:12:00,harp,4781,True
48388,/SUM5/D696302849/S00000/magnetogram.fits,2015-04-03 01:36:00,harp,5387,False
43675,/SUM52/D665583088/S00000/magnetogram.fits,2014-12-14 01:36:00,harp,4920,True
65766,/SUM95/D1047067366/S00000/magnetogram.fits,2018-04-15 14:24:00,harp,7248,False
31259,/SUM89/D1041120826/S00000/magnetogram.fits,2013-11-22 19:12:00,harp,3376,True
39082,/SUM18/D597147496/S00000/magnetogram.fits,2014-07-06 11:12:00,harp,4328,False
17670,/SUM96/D1040919016/S00000/magnetogram.fits,2012-09-09 04:48:00,harp,1999,True
31442,/SUM87/D1041336677/S00000/magnetogram.fits,2013-11-28 14:24:00,harp,3400,False
52273,/SUM74/D733382331/S00000/magnetogram.fits,2015-07-17 19:12:00,harp,5772,False
60326,/SUM96/D998652031/S00000/magnetogram.fits,2016-07-14 08:00:00,harp,6666,False
44026,/SUM54/D665673579/S00000/magnetogram.fits,2014-12-17 12:48:00,harp,4941,True
111,/SUM96/D1040982921/S00000/magnetogram.fits,2010-11-07 22:24:00,harp,248,False
67012,/SUM63/D1168609721/S00000/magnetogram.fits,2019-04-20 12:48:00,harp,7356,False
56014,/SUM80/D774022550/S00000/magnetogram.fits,2015-11-25 11:12:00,harp,6124,False
40512,/SUM5/D634257784/S00000/magnetogram.fits,2014-10-20 16:00:00,harp,4678,False
45052,/SUM56/D663105603/S00000/magnetogram.fits,2015-01-06 14:24:00,harp,5004,False
53429,/SUM77/D745850747/S00000/magnetogram.fits,2015-08-23 14:24:00,harp,5885,True
51530,/SUM83/D724001661/S00000/magnetogram.fits,2015-06-19 14:24:00,harp,5692,True
29946,/SUM86/D1039202306/S00000/magnetogram.fits,2013-10-23 01:36:00,harp,3295,True
28185,/SUM84/D1037337363/S00000/magnetogram.fits,2013-09-24 09:36:00,harp,3188,False
34337,/SUM49/D541847795/S00000/magnetogram.fits,2014-02-05 03:12:00,harp,3686,True
20094,/SUM87/D1038012846/S00000/magnetogram.fits,2012-12-31 03:12:00,harp,2331,False
7009,/SUM89/D1037340081/S00000/magnetogram.fits,2011-09-09 11:12:00,harp,833,True
16197,/SUM91/D1038471676/S00000/magnetogram.fits,2012-07-25 11:12:00,harp,1873,False
47258,/SUM40/D688315009/S00000/magnetogram.fits,2015-03-13 11:12:00,harp,5298,True
66643,/SUM30/D1129016457/S00000/magnetogram.fits,2018-12-18 03:12:00,harp,7327,False
36653,/SUM7/D573197144/S00000/magnetogram.fits,2014-05-05 08:00:00,harp,4075,False
19286,/SUM95/D1043919826/S00000/magnetogram.fits,2012-11-11 19:12:00,harp,2177,False
55654,/SUM82/D769332333/S00000/magnetogram.fits,2015-11-09 09:36:00,harp,6078,True
15756,/SUM96/D1037775936/S00000/magnetogram.fits,2012-06-30 17:36:00,harp,1806,True
33122,/SUM97/D1044267066/S00000/magnetogram.fits,2014-01-06 22:24:00,harp,3563,True
51566,/SUM77/D724907531/S00000/magnetogram.fits,2015-06-22 16:00:00,harp,5692,True
15782,/SUM86/D1037801903/S00000/magnetogram.fits,2012-07-04 04:48:00,harp,1806,True
29808,/SUM85/D1039039474/S00000/magnetogram.fits,2013-10-22 08:00:00,harp,3291,True
54300,/SUM82/D755890097/S00000/magnetogram.fits,2015-09-27 00:00:00,harp,5983,True
53775,/SUM83/D754112678/S00000/magnetogram.fits,2015-09-20 16:00:00,harp,5956,True
3825,/SUM90/D1035768170/S00000/magnetogram.fits,2011-06-06 14:24:00,harp,637,True
65994,/SUM77/D1055527155/S00000/magnetogram.fits,2018-05-11 20:48:00,harp,7256,False
12837,/SUM90/D1039215083/S00000/magnetogram.fits,2012-03-05 22:24:00,harp,1449,True
26036,/SUM86/D1040900671/S00000/magnetogram.fits,2013-07-10 22:24:00,harp,2945,False
19232,/SUM91/D1043843702/S00000/magnetogram.fits,2012-11-10 14:24:00,harp,2176,False
34318,/SUM40/D541877751/S00000/magnetogram.fits,2014-02-03 19:12:00,harp,3686,True
10939,/SUM93/D1044677823/S00000/magnetogram.fits,2011-12-31 22:24:00,harp,1249,False
34387,/SUM45/D542086731/S00000/magnetogram.fits,2014-02-01 22:24:00,harp,3688,True
47298,/SUM4/D689806501/S00000/magnetogram.fits,2015-03-17 03:12:00,harp,5298,True
30334,/SUM99/D1039612504/S00000/magnetogram.fits,2013-11-02 08:00:00,harp,3321,True
15799,/SUM87/D1037915321/S00000/magnetogram.fits,2012-07-01 17:36:00,harp,1807,True
55379,/SUM73/D767892966/S00000/magnetogram.fits,2015-11-04 11:12:00,harp,6063,True
1674,/SUM93/D1043371446/S00000/magnetogram.fits,2011-02-16 04:48:00,harp,384,True
47274,/SUM44/D688676587/S00000/magnetogram.fits,2015-03-14 17:36:00,harp,5298,True
54966,/SUM82/D762817212/S00000/magnetogram.fits,2015-10-17 16:00:00,harp,6010,False
13680,/SUM97/D1042004289/S00000/magnetogram.fits,2012-04-26 19:12:00,harp,1603,True
65403,/SUM95/D1005153201/S00000/magnetogram.fits,2017-11-29 04:48:00,harp,7192,False
20760,/SUM97/D1038581678/S00000/magnetogram.fits,2013-01-12 14:24:00,harp,2352,False
37360,/SUM52/D581009599/S00000/magnetogram.fits,2014-05-24 14:24:00,harp,4138,True
33179,/SUM84/D1044409871/S00000/magnetogram.fits,2014-01-06 04:48:00,harp,3569,False
45142,/SUM71/D662004249/S00000/magnetogram.fits,2015-01-03 03:12:00,harp,5011,True
47262,/SUM37/D688304231/S00000/magnetogram.fits,2015-03-13 17:36:00,harp,5298,True
53774,/SUM74/D754111911/S00000/magnetogram.fits,2015-09-20 14:24:00,harp,5956,True
29816,/SUM93/D1039044576/S00000/magnetogram.fits,2013-10-22 20:48:00,harp,3291,True
54199,/SUM78/D755600452/S00000/magnetogram.fits,2015-09-26 00:00:00,harp,5976,False
5616,/SUM91/D1043100120/S00000/magnetogram.fits,2011-08-03 22:24:00,harp,750,True
16277,/SUM97/D1038693599/S00000/magnetogram.fits,2012-07-30 12:48:00,harp,1879,True
5610,/SUM89/D1043095860/S00000/magnetogram.fits,2011-08-03 12:48:00,harp,750,True
16266,/SUM94/D1038681217/S00000/magnetogram.fits,2012-07-29 19:12:00,harp,1879,True
6978,/SUM97/D1037318013/S00000/magnetogram.fits,2011-09-07 06:24:00,harp,833,True
9624,/SUM92/D1042035374/S00000/magnetogram.fits,2011-11-23 22:24:00,harp,1089,False
27680,/SUM96/D1043461589/S00000/magnetogram.fits,2013-08-21 14:24:00,harp,3098,False
6990,/SUM88/D1037323141/S00000/magnetogram.fits,2011-09-08 03:12:00,harp,833,True
19589,/SUM84/D1044696547/S00000/magnetogram.fits,2012-11-27 00:00:00,harp,2227,True
41672,/SUM36/D641156073/S00000/magnetogram.fits,2014-11-05 01:36:00,harp,4750,False
38005,/SUM47/D588048662/S00000/magnetogram.fits,2014-06-12 04:48:00,harp,4197,True
60876,/SUM91/D999269691/S00000/magnetogram.fits,2016-08-18 16:00:00,harp,6711,False
1646,/SUM88/D1043294380/S00000/magnetogram.fits,2011-02-17 16:00:00,harp,377,True
1696,/SUM95/D1043396656/S00000/magnetogram.fits,2011-02-18 20:48:00,harp,384,True
4713,/SUM94/D1041919594/S00000/magnetogram.fits,2011-07-09 22:24:00,harp,700,False
60832,/SUM87/D999250293/S00000/magnetogram.fits,2016-08-15 09:36:00,harp,6703,False
54414,/SUM73/D756247767/S00000/magnetogram.fits,2015-09-27 22:24:00,harp,5985,False
4732,/SUM99/D1041944744/S00000/magnetogram.fits,2011-07-13 06:24:00,harp,700,False
31692,/SUM72/D1077242222/S00000/magnetogram.fits,2013-12-05 20:48:00,harp,3432,False
61705,/SUM90/D1006901734/S00000/magnetogram.fits,2016-11-02 00:00:00,harp,6824,False
6980,/SUM99/D1037318848/S00000/magnetogram.fits,2011-09-07 09:36:00,harp,833,True
30674,/SUM94/D1040140580/S00000/magnetogram.fits,2013-11-07 16:00:00,harp,3341,True
66439,/SUM99/D1119369498/S00000/magnetogram.fits,2018-11-13 08:00:00,harp,7322,False
24138,/SUM98/D1037663678/S00000/magnetogram.fits,2013-05-03 09:36:00,harp,2710,False
35951,/SUM47/D565585561/S00000/magnetogram.fits,2014-04-14 08:00:00,harp,3985,False
45143,/SUM49/D662005476/S00000/magnetogram.fits,2015-01-03 04:48:00,harp,5011,True
37605,/SUM57/D583539141/S00000/magnetogram.fits,2014-05-31 20:48:00,harp,4179,False
5583,/SUM94/D1043075696/S00000/magnetogram.fits,2011-08-01 17:36:00,harp,750,True
18145,/SUM98/D1042311818/S00000/magnetogram.fits,2012-09-29 00:00:00,harp,2069,False
15585,/SUM99/D1037594051/S00000/magnetogram.fits,2012-06-20 16:00:00,harp,1783,False
15798,/SUM98/D1037914724/S00000/magnetogram.fits,2012-07-01 16:00:00,harp,1807,True
50372,/SUM74/D715920594/S00000/magnetogram.fits,2015-05-25 00:00:00,harp,5596,False
22538,/SUM92/D1041323694/S00000/magnetogram.fits,2013-03-04 16:00:00,harp,2519,True
29459,/SUM85/D1038588115/S00000/magnetogram.fits,2013-10-15 04:48:00,harp,3263,True
40877,/SUM6/D635814652/S00000/magnetogram.fits,2014-10-25 19:12:00,harp,4698,True
30721,/SUM84/D1040279922/S00000/magnetogram.fits,2013-11-07 09:36:00,harp,3344,True
21039,/SUM86/D1038961778/S00000/magnetogram.fits,2013-01-13 16:00:00,harp,2366,False
67708,/SUM42/D1259880115/S00000/magnetogram.fits,2020-01-10 20:48:00,harp,7401,False
34340,/SUM61/D541855307/S00000/magnetogram.fits,2014-02-05 08:00:00,harp,3686,True
16950,/SUM96/D1039661110/S00000/magnetogram.fits,2012-08-22 06:24:00,harp,1943,False
42187,/SUM21/D642413050/S00000/magnetogram.fits,2014-11-10 14:24:00,harp,4767,False
20399,/SUM85/D1038250443/S00000/magnetogram.fits,2013-01-08 17:36:00,harp,2341,False
46484,/SUM36/D673070228/S00000/magnetogram.fits,2015-02-03 03:12:00,harp,5127,True
15765,/SUM99/D1037779796/S00000/magnetogram.fits,2012-07-01 08:00:00,harp,1806,True
17663,/SUM87/D1040909786/S00000/magnetogram.fits,2012-09-08 12:48:00,harp,1999,True
1904,/SUM92/D1043862817/S00000/magnetogram.fits,2011-03-09 17:36:00,harp,401,True
34728,/SUM54/D542876581/S00000/magnetogram.fits,2014-02-10 11:12:00,harp,3721,True
64520,/SUM84/D978629417/S00000/magnetogram.fits,2017-09-04 16:00:00,harp,7115,True
44054,/SUM15/D665552149/S00000/magnetogram.fits,2014-12-20 12:48:00,harp,4941,True
49279,/SUM73/D706682014/S00000/magnetogram.fits,2015-05-03 19:12:00,harp,5518,False
58003,/SUM79/D799332630/S00000/magnetogram.fits,2016-02-19 00:00:00,harp,6361,False
47127,/SUM20/D682735971/S00000/magnetogram.fits,2015-02-28 20:48:00,harp,5230,False
29958,/SUM90/D1039207236/S00000/magnetogram.fits,2013-10-23 20:48:00,harp,3295,True
56547,/SUM75/D780074822/S00000/magnetogram.fits,2015-12-17 20:48:00,harp,6189,False
15712,/SUM98/D1037720820/S00000/magnetogram.fits,2012-07-02 04:48:00,harp,1795,False
48727,/SUM77/D702071545/S00000/magnetogram.fits,2015-04-21 11:12:00,harp,5447,True
51078,/SUM81/D720706835/S00000/magnetogram.fits,2015-06-09 01:36:00,harp,5652,False
19539,/SUM86/D1044592885/S00000/magnetogram.fits,2012-11-20 00:00:00,harp,2220,True
49029,/SUM79/D702383065/S00000/magnetogram.fits,2015-04-22 16:00:00,harp,5483,False
51713,/SUM72/D729746130/S00000/magnetogram.fits,2015-07-07 09:36:00,harp,5724,False
44016,/SUM0/D665653785/S00000/magnetogram.fits,2014-12-16 20:48:00,harp,4941,True
42275,/SUM46/D641942411/S00000/magnetogram.fits,2014-11-08 17:36:00,harp,4784,False
32874,/SUM88/D1043685777/S00000/magnetogram.fits,2013-12-28 14:24:00,harp,3535,True
5568,/SUM85/D1043052681/S00000/magnetogram.fits,2011-07-29 12:48:00,harp,750,True
1689,/SUM96/D1043392159/S00000/magnetogram.fits,2011-02-18 09:36:00,harp,384,True
19552,/SUM85/D1044601619/S00000/magnetogram.fits,2012-11-20 20:48:00,harp,2220,True
58743,/SUM98/D994931598/S00000/magnetogram.fits,2016-04-26 20:48:00,harp,6505,False
48788,/SUM76/D701360643/S00000/magnetogram.fits,2015-04-19 17:36:00,harp,5456,False
15789,/SUM88/D1037804775/S00000/magnetogram.fits,2012-07-04 16:00:00,harp,1806,True
10731,/SUM93/D1044199361/S00000/magnetogram.fits,2011-12-26 04:48:00,harp,1209,True
49017,/SUM78/D702066104/S00000/magnetogram.fits,2015-04-21 20:48:00,harp,5483,False
34289,/SUM87/D541938006/S00000/magnetogram.fits,2014-02-01 14:24:00,harp,3686,True
5680,/SUM84/D1043243763/S00000/magnetogram.fits,2011-08-02 19:12:00,harp,753,True
49563,/SUM76/D708775053/S00000/magnetogram.fits,2015-05-08 22:24:00,harp,5535,False
50855,/SUM74/D719303216/S00000/magnetogram.fits,2015-06-05 11:12:00,harp,5627,False
30683,/SUM91/D1040162420/S00000/magnetogram.fits,2013-11-09 09:36:00,harp,3341,True
29842,/SUM86/D1039080765/S00000/magnetogram.fits,2013-10-26 16:00:00,harp,3291,True
32645,/SUM87/D1043236884/S00000/magnetogram.fits,2013-12-22 17:36:00,harp,3513,False
34766,/SUM22/D670201077/D543738728/S00000/magnetogram.fits,2014-02-14 14:24:00,harp,3721,True
17655,/SUM88/D1040903662/S00000/magnetogram.fits,2012-09-07 20:48:00,harp,1999,True
15817,/SUM93/D1037926505/S00000/magnetogram.fits,2012-07-02 22:24:00,harp,1807,True
34949,/SUM68/D548263345/S00000/magnetogram.fits,2014-02-26 03:12:00,harp,3766,True
24109,/SUM95/D1037465944/S00000/magnetogram.fits,2013-05-03 06:24:00,harp,2693,True
57588,/SUM76/D797510237/S00000/magnetogram.fits,2016-02-12 09:36:00,harp,6327,True
1594,/SUM94/D1043253579/S00000/magnetogram.fits,2011-02-12 20:48:00,harp,377,True
33233,/SUM98/D1044450070/S00000/magnetogram.fits,2014-01-06 12:48:00,harp,3580,True
7012,/SUM96/D1037341174/S00000/magnetogram.fits,2011-09-09 16:00:00,harp,833,True
1787,/SUM85/D1043637148/S00000/magnetogram.fits,2011-03-07 09:36:00,harp,393,True
5369,/SUM96/D1042760343/S00000/magnetogram.fits,2011-07-23 06:24:00,harp,744,False
15737,/SUM88/D1037763212/S00000/magnetogram.fits,2012-06-29 08:00:00,harp,1806,True
17659,/SUM87/D1040906528/S00000/magnetogram.fits,2012-09-08 03:12:00,harp,1999,True
51545,/SUM77/D724328969/S00000/magnetogram.fits,2015-06-20 14:24:00,harp,5692,True
7003,/SUM92/D1037337766/S00000/magnetogram.fits,2011-09-09 01:36:00,harp,833,True
6976,/SUM91/D1037317097/S00000/magnetogram.fits,2011-09-07 03:12:00,harp,833,True
6265,/SUM99/D1043962082/S00000/magnetogram.fits,2011-08-18 00:00:00,harp,799,False
40853,/SUM59/D635456335/S00000/magnetogram.fits,2014-10-24 01:36:00,harp,4698,True
22284,/SUM84/D1040766171/S00000/magnetogram.fits,2013-02-21 11:12:00,harp,2493,False
49313,/SUM79/D707155825/S00000/magnetogram.fits,2015-05-04 20:48:00,harp,5526,True
48552,/SUM73/D699064365/S00000/magnetogram.fits,2015-04-12 09:36:00,harp,5422,False
43080,/SUM53/D662225605/S00000/magnetogram.fits,2014-12-03 22:24:00,harp,4874,True
2050,/SUM95/D1044083459/S00000/magnetogram.fits,2011-03-14 00:00:00,harp,407,True
55250,/SUM77/D765572517/S00000/magnetogram.fits,2015-10-28 00:00:00,harp,6054,False
43722,/SUM0/D665804933/S00000/magnetogram.fits,2014-12-19 14:24:00,harp,4920,True
9923,/SUM95/D1042761401/S00000/magnetogram.fits,2011-12-04 16:00:00,harp,1119,False
34952,/SUM49/D548266092/S00000/magnetogram.fits,2014-02-26 08:00:00,harp,3766,True
66885,/SUM35/D1165019623/S00000/magnetogram.fits,2019-04-03 08:00:00,harp,7352,False
30103,/SUM84/D1039373523/S00000/magnetogram.fits,2013-10-28 00:00:00,harp,3311,True
10243,/SUM96/D1043580961/S00000/magnetogram.fits,2011-12-11 09:36:00,harp,1164,False
29466,/SUM84/D1038590985/S00000/magnetogram.fits,2013-10-15 16:00:00,harp,3263,True
45146,/SUM50/D662008811/S00000/magnetogram.fits,2015-01-03 09:36:00,harp,5011,True
40000,/SUM12/D629953958/S00000/magnetogram.fits,2014-10-07 09:36:00,harp,4610,False
34821,/SUM58/D545647882/S00000/magnetogram.fits,2014-02-19 09:36:00,harp,3730,True
10817,/SUM91/D1044527735/S00000/magnetogram.fits,2011-12-27 00:00:00,harp,1232,False
54340,/SUM79/D756798393/S00000/magnetogram.fits,2015-09-29 16:00:00,harp,5983,True
29456,/SUM85/D1038586938/S00000/magnetogram.fits,2013-10-15 00:00:00,harp,3263,True
67929,/SUM48/D1294380421/S00000/magnetogram.fits,2020-04-27 16:00:00,harp,7413,False
44059,/SUM3/D665558199/S00000/magnetogram.fits,2014-12-20 20:48:00,harp,4941,True
20093,/SUM91/D1038012470/S00000/magnetogram.fits,2012-12-31 01:36:00,harp,2331,False
1777,/SUM87/D1043629109/S00000/magnetogram.fits,2011-03-06 17:36:00,harp,393,True
29335,/SUM91/D1038487144/S00000/magnetogram.fits,2013-10-13 20:48:00,harp,3259,False
7585,/SUM98/D1038616178/S00000/magnetogram.fits,2011-10-05 12:48:00,harp,918,False
23508,/SUM96/D1043758222/S00000/magnetogram.fits,2013-04-10 09:36:00,harp,2635,True
40888,/SUM15/D636244631/S00000/magnetogram.fits,2014-10-26 12:48:00,harp,4698,True
13789,/SUM95/D1042417977/S00000/magnetogram.fits,2012-05-03 08:00:00,harp,1628,False
36079,/SUM97/D1108799706/D568444691/S00000/magnetogram.fits,2014-04-17 14:24:00,harp,3999,True
27542,/SUM92/D1043314187/S00000/magnetogram.fits,2013-08-18 12:48:00,harp,3082,False
25297,/SUM89/D1039390478/S00000/magnetogram.fits,2013-06-07 22:24:00,harp,2832,False
35495,/SUM7/D559282689/S00000/magnetogram.fits,2014-03-29 00:00:00,harp,3894,True
47287,/SUM3/D689049952/S00000/magnetogram.fits,2015-03-15 17:36:00,harp,5298,True
37986,/SUM33/D587181622/S00000/magnetogram.fits,2014-06-10 16:00:00,harp,4197,True
46099,/SUM62/D669250021/S00000/magnetogram.fits,2015-01-23 09:36:00,harp,5103,False
19601,/SUM84/D1044700285/S00000/magnetogram.fits,2012-11-27 20:48:00,harp,2227,True
29432,/SUM88/D1038537691/S00000/magnetogram.fits,2013-10-14 03:12:00,harp,3260,False
66540,/SUM74/D1122877095/S00000/magnetogram.fits,2018-11-26 17:36:00,harp,7324,False
40861,/SUM12/D637885597/S00000/magnetogram.fits,2014-10-24 16:00:00,harp,4698,True
40095,/SUM9/D630350749/S00000/magnetogram.fits,2014-10-08 17:36:00,harp,4639,True
8798,/SUM95/D1040871072/S00000/magnetogram.fits,2011-11-05 04:48:00,harp,1028,True
54313,/SUM82/D756244880/S00000/magnetogram.fits,2015-09-27 20:48:00,harp,5983,True
1690,/SUM85/D1043392785/S00000/magnetogram.fits,2011-02-18 11:12:00,harp,384,True
43087,/SUM49/D662234672/S00000/magnetogram.fits,2014-12-04 09:36:00,harp,4874,True
10209,/SUM93/D1043565587/S00000/magnetogram.fits,2011-12-09 03:12:00,harp,1164,False
43070,/SUM64/D662291475/S00000/magnetogram.fits,2014-12-01 04:48:00,harp,4874,True
43697,/SUM71/D665723212/S00000/magnetogram.fits,2014-12-16 17:36:00,harp,4920,True
47295,/SUM44/D689381239/S00000/magnetogram.fits,2015-03-16 09:36:00,harp,5298,True
50121,/SUM80/D715933220/S00000/magnetogram.fits,2015-05-20 11:12:00,harp,5559,False
7017,/SUM85/D1037343757/S00000/magnetogram.fits,2011-09-10 00:00:00,harp,833,True
50162,/SUM78/D715697386/S00000/magnetogram.fits,2015-05-23 04:48:00,harp,5559,False
10373,/SUM86/D1043719444/S00000/magnetogram.fits,2011-12-16 11:12:00,harp,1168,False
11398,/SUM90/D1037492261/S00000/magnetogram.fits,2012-01-14 19:12:00,harp,1312,False
59681,/SUM92/D997182086/S00000/magnetogram.fits,2016-06-19 19:12:00,harp,6613,False
6433,/SUM86/D1044142259/S00000/magnetogram.fits,2011-08-28 09:36:00,harp,805,False
34308,/SUM31/D541888401/S00000/magnetogram.fits,2014-02-02 20:48:00,harp,3686,True
30894,/SUM99/D1040500419/S00000/magnetogram.fits,2013-11-15 22:24:00,harp,3364,True
15783,/SUM92/D1037802311/S00000/magnetogram.fits,2012-07-04 06:24:00,harp,1806,True
39140,/SUM20/D598960269/S00000/magnetogram.fits,2014-07-11 16:00:00,harp,4328,False
57583,/SUM82/D797511652/S00000/magnetogram.fits,2016-02-12 01:36:00,harp,6327,True
7663,/SUM84/D1038712020/S00000/magnetogram.fits,2011-10-05 09:36:00,harp,924,False
32584,/SUM85/D1043144328/S00000/magnetogram.fits,2013-12-21 09:36:00,harp,3497,True
38447,/SUM10/D588052303/S00000/magnetogram.fits,2014-06-12 17:36:00,harp,4231,True
40828,/SUM12/D634869372/S00000/magnetogram.fits,2014-10-22 06:24:00,harp,4698,True
8287,/SUM86/D1039842883/S00000/magnetogram.fits,2011-10-22 03:12:00,harp,990,False
25858,/SUM94/D1040715277/S00000/magnetogram.fits,2013-07-03 20:48:00,harp,2922,False
2017,/SUM90/D1043991068/S00000/magnetogram.fits,2011-03-10 16:00:00,harp,403,False
42873,/SUM15/D642591848/S00000/magnetogram.fits,2014-11-29 11:12:00,harp,4864,False
16589,/SUM90/D1039214040/S00000/magnetogram.fits,2012-08-10 17:36:00,harp,1907,True
19603,/SUM91/D1044700848/S00000/magnetogram.fits,2012-11-28 00:00:00,harp,2227,True
